filename	acq_time	operator	randstr
fmap/sub-CISC31570_dir-AP_run-01_epi.nii.gz	2022-02-25T16:02:42.182500	n/a	c360780b
fmap/sub-CISC31570_dir-PA_run-01_epi.nii.gz	2022-02-25T16:02:53.540000	n/a	f3549087
func/sub-CISC31570_task-rest_dir-AP_run-01_sbref.nii.gz	2022-02-25T16:03:07.855000	n/a	9014e837
func/sub-CISC31570_task-rest_dir-AP_run-01_bold.nii.gz	2022-02-25T16:03:17.455000	n/a	823de3b5
func/sub-CISC31570_task-rest_dir-PA_run-01_sbref.nii.gz	2022-02-25T16:10:08.430000	n/a	ecf480f0
func/sub-CISC31570_task-rest_dir-PA_run-01_bold.nii.gz	2022-02-25T16:10:18.030000	n/a	383d6c90
anat/sub-CISC31570_T1w.nii.gz	2022-02-25T16:18:31.040000	n/a	45f1dba1
anat/sub-CISC31570_T2w.nii.gz	2022-02-25T16:26:09.282500	n/a	b93b2cc4
fmap/sub-CISC31570_dir-AP_run-02_epi.nii.gz	2022-02-25T16:32:20.072500	n/a	a5257f00
fmap/sub-CISC31570_dir-PA_run-02_epi.nii.gz	2022-02-25T16:32:29.572500	n/a	071f79c3
func/sub-CISC31570_task-rest_dir-AP_run-02_sbref.nii.gz	2022-02-25T16:32:45.580000	n/a	55f70d44
func/sub-CISC31570_task-rest_dir-AP_run-02_bold.nii.gz	2022-02-25T16:32:55.180000	n/a	320d145d
func/sub-CISC31570_task-rest_dir-PA_run-02_sbref.nii.gz	2022-02-25T16:39:34.195000	n/a	2cfea180
func/sub-CISC31570_task-rest_dir-PA_run-02_bold.nii.gz	2022-02-25T16:39:43.795000	n/a	906e6476
